# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
KP1_2204	KP1_2204	BAH62902	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
KP1_2207	KP1_2207	BAH62905	protein_coding	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	1
KP1_2208	KP1_2208	BAH62906	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	4
KP1_2210	KP1_2210	BAH62908	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
KP1_2211	KP1_2211	BAH62909	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2212	KP1_2212	BAH62910	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2213	KP1_2213	BAH62911	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2214	KP1_2214	BAH62912	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2215	KP1_2215	BAH62913	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2231	KP1_2231	BAH62927	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2237	KP1_2237	BAH62931	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1
KP1_2245	KP1_2245	BAH62938	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
KP1_2246	KP1_2246	BAH62939	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2247	KP1_2247	BAH62940	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2248	KP1_2248	BAH62941	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2268	KP1_2268	BAH62957	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2280	KP1_2280	BAH62969	protein_coding	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
KP1_2314	KP1_2314	BAH63000	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2318	KP1_2318	BAH63004	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2321	KP1_2321	BAH63007	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2336	KP1_2336	BAH63021	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2337	KP1_2337	BAH63022	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2338	KP1_2338	BAH63023	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2339	KP1_2339	BAH63024	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KP1_2340	KP1_2340	BAH63025	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2395	KP1_2395	BAH63077	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2396	KP1_2396	BAH63078	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2397	KP1_2397	BAH63079	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2398	KP1_2398	BAH63080	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2399	KP1_2399	BAH63081	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KP1_2400	KP1_2400	BAH63082	protein_coding	0	0	0	11	0	0	0	10	0	0	0	0	0	0	0	0	1
KP1_2401	KP1_2401	BAH63083	protein_coding	0	0	0	12	0	0	0	11	0	0	0	0	0	0	0	0	1
KP1_2402	KP1_2402	BAH63084	protein_coding	0	0	0	12	0	0	0	11	0	0	0	0	0	0	0	0	1
KP1_2403	KP1_2403	BAH63085	protein_coding	0	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0	0
KP1_2404	KP1_2404	BAH63086	protein_coding	0	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0	0
KP1_2406	KP1_2406	BAH63088	protein_coding	0	4	2	5	0	0	0	1	0	2	0	0	0	0	0	4	4
KP1_2407	KP1_2407	BAH63089	protein_coding	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	10
KP1_2408	KP1_2408	BAH63090	protein_coding	0	0	1	10	0	0	0	0	0	1	0	0	0	0	0	0	10
KP1_2409	KP1_2409	BAH63091	protein_coding	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	1	10
KP1_2411	KP1_2411	BAH63092	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11
KP1_2412	KP1_2412	BAH63093	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11
KP1_2413	KP1_2413	BAH63094	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11
KP1_2456	KP1_2456	BAH63133	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2459	KP1_2459	BAH63136	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2460	KP1_2460	BAH63137	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2461	KP1_2461	BAH63138	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2462	KP1_2462	BAH63139	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2463	KP1_2463	BAH63140	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2471	KP1_2471	BAH63147	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2485	KP1_2485	BAH63161	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2488	KP1_2488	BAH63164	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_2489	KP1_2489	BAH63165	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_2490	KP1_2490	BAH63166	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_2491	KP1_2491	BAH63167	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KP1_2492	KP1_2492	BAH63168	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2493	KP1_2493	BAH63169	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2494	KP1_2494	BAH63170	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2495	KP1_2495	BAH63171	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2496	KP1_2496	BAH63172	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2497	KP1_2497	BAH63173	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2498	KP1_2498	BAH63174	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2504	KP1_2504	BAH63178	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2505	KP1_2505	BAH63179	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2506	KP1_2506	BAH63180	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2507	KP1_2507	BAH63181	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KP1_2508	KP1_2508	BAH63182	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2512	KP1_2512	BAH63186	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2513	KP1_2513	BAH63187	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2552	KP1_2552	BAH63222	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2553	KP1_2553	BAH63223	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2555	KP1_2555	BAH63224	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2556	KP1_2556	BAH63225	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2557	KP1_2557	BAH63226	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0
KP1_2558	KP1_2558	BAH63227	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_2559	KP1_2559	BAH63228	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_2560	KP1_2560	BAH63229	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_2561	KP1_2561	BAH63230	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0
KP1_2563	KP1_2563	BAH63232	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2564	KP1_2564	BAH63233	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2565	KP1_2565	BAH63234	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2581	KP1_2581	BAH63249	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2585	KP1_2585	BAH63253	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2587	KP1_2587	BAH63255	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2589	KP1_2589	BAH63256	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2590	KP1_2590	BAH63257	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2593	KP1_2593	BAH63259	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2594	KP1_2594	BAH63260	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2669	KP1_2669	BAH63331	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2671	KP1_2671	BAH63333	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2672	KP1_2672	BAH63334	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2673	KP1_2673	BAH63335	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2677	KP1_2677	BAH63339	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2679	KP1_2679	BAH63341	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2681	KP1_2681	BAH63343	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2682	KP1_2682	BAH63344	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2683	KP1_2683	BAH63345	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2684	KP1_2684	BAH63346	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2686	KP1_2686	BAH63347	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2687	KP1_2687	BAH63348	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2688	KP1_2688	BAH63349	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2689	KP1_2689	BAH63350	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2690	KP1_2690	BAH63351	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2691	KP1_2691	BAH63352	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2692	KP1_2692	BAH63353	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KP1_2693	KP1_2693	BAH63354	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2694	KP1_2694	BAH63355	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1
KP1_2695	KP1_2695	BAH63356	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	3
KP1_2696	KP1_2696	BAH63357	protein_coding	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	1
KP1_2697	KP1_2697	BAH63358	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	4
KP1_2698	KP1_2698	BAH63359	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
KP1_2699	KP1_2699	BAH63360	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	3
KP1_2700	KP1_2700	BAH63361	protein_coding	0	1	1	2	0	0	0	1	0	1	0	0	0	0	0	1	1
KP1_2701	KP1_2701	BAH63362	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	3
KP1_2702	KP1_2702	BAH63363	protein_coding	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	3
KP1_2703	KP1_2703	BAH63364	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
KP1_2704	KP1_2704	BAH63365	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
KP1_2706	KP1_2706	BAH63367	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
KP1_2748	KP1_2748	BAH63408	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2749	KP1_2749	BAH63409	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2750	KP1_2750	BAH63410	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2751	KP1_2751	BAH63411	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2752	KP1_2752	BAH63412	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2753	KP1_2753	BAH63413	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2754	KP1_2754	BAH63414	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KP1_2755	KP1_2755	BAH63415	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2756	KP1_2756	BAH63416	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2757	KP1_2757	BAH63417	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2758	KP1_2758	BAH63418	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2759	KP1_2759	BAH63419	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_2760	KP1_2760	BAH63420	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_2761	KP1_2761	BAH63421	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2762	KP1_2762	BAH63422	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2769	KP1_2769	BAH63428	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_2770	KP1_2770	BAH63429	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2771	KP1_2771	BAH63430	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KP1_2772	KP1_2772	BAH63431	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2773	KP1_2773	BAH63432	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2774	KP1_2774	BAH63433	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2775	KP1_2775	BAH63434	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2776	KP1_2776	BAH63435	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2779	KP1_2779	BAH63438	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2781	KP1_2781	BAH63440	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2783	KP1_2783	BAH63441	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2784	KP1_2784	BAH63442	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2785	KP1_2785	BAH63443	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KP1_2786	KP1_2786	BAH63444	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2787	KP1_2787	BAH63445	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2788	KP1_2788	BAH63446	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2790	KP1_2790	BAH63447	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2791	KP1_2791	BAH63448	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2792	KP1_2792	BAH63449	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2794	KP1_2794	BAH63451	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2795	KP1_2795	BAH63452	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2796	KP1_2796	BAH63453	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2797	KP1_2797	BAH63454	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
KP1_2798	KP1_2798	BAH63455	protein_coding	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
KP1_2799	KP1_2799	BAH63456	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_2800	KP1_2800	BAH63457	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_2801	KP1_2801	BAH63458	protein_coding	0	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	1
KP1_2802	KP1_2802	BAH63459	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
KP1_2803	KP1_2803	BAH63460	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_2805	KP1_2805	BAH63461	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_2806	KP1_2806	BAH63462	protein_coding	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0
KP1_2807	KP1_2807	BAH63463	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
KP1_2808	KP1_2808	BAH63464	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2809	KP1_2809	BAH63465	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2810	KP1_2810	BAH63466	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2841	KP1_2841	BAH63494	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2842	KP1_2842	BAH63495	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2844	KP1_2844	BAH63496	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2845	KP1_2845	BAH63497	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2846	KP1_2846	BAH63498	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
KP1_2847	KP1_2847	BAH63499	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2849	KP1_2849	BAH63500	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2850	KP1_2850	BAH63501	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2851	KP1_2851	BAH63502	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2852	KP1_2852	BAH63503	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_2853	KP1_2853	BAH63504	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2854	KP1_2854	BAH63505	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2856	KP1_2856	BAH63506	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KP1_2857	KP1_2857	BAH63507	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2858	KP1_2858	BAH63508	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2859	KP1_2859	BAH63509	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2860	KP1_2860	BAH63510	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2872	KP1_2872	BAH63523	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2873	KP1_2873	BAH63524	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2874	KP1_2874	BAH63525	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2875	KP1_2875	BAH63526	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2877	KP1_2877	BAH63527	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2878	KP1_2878	BAH63528	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2879	KP1_2879	BAH63529	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2880	KP1_2880	BAH63530	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KP1_2881	KP1_2881	BAH63531	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2882	KP1_2882	BAH63532	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2883	KP1_2883	BAH63533	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2906	KP1_2906	BAH63554	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2907	KP1_2907	BAH63555	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2911	KP1_2911	BAH63558	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
KP1_2912	KP1_2912	BAH63559	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0
KP1_2913	KP1_2913	BAH63560	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_2914	KP1_2914	BAH63561	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
KP1_2934	KP1_2934	BAH63578	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2935	KP1_2935	BAH63579	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2939	KP1_2939	BAH63583	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_2940	KP1_2940	BAH63584	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_2941	KP1_2941	BAH63585	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_2942	KP1_2942	BAH63586	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_2944	KP1_2944	BAH63588	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2951	KP1_2951	BAH63595	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
KP1_2952	KP1_2952	BAH63596	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
KP1_2953	KP1_2953	BAH63597	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
KP1_2957	KP1_2957	BAH63601	protein_coding	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
KP1_2958	KP1_2958	BAH63602	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
KP1_2960	KP1_2960	BAH63603	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
KP1_2961	KP1_2961	BAH63604	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
KP1_2962	KP1_2962	BAH63605	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2963	KP1_2963	BAH63606	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2977	KP1_2977	BAH63619	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2980	KP1_2980	BAH63622	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2981	KP1_2981	BAH63623	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2982	KP1_2982	BAH63624	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KP1_2983	KP1_2983	BAH63625	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2985	KP1_2985	BAH63626	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2986	KP1_2986	BAH63627	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_2987	KP1_2987	BAH63628	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_2988	KP1_2988	BAH63629	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3079	KP1_3079	BAH63715	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3080	KP1_3080	BAH63716	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
